# Output=[dateStart dateEnd start high low end upperBound lowerBound prediction earning]
084500 084500 8378.0 8379.0 8378.0 8379.0 0.0 0.0 0 0
084500 084500 8378.0 8381.0 8378.0 8381.0 0.0 0.0 -1 -226
084500 084500 8378.0 8384.0 8378.0 8384.0 0.0 0.0 -1 -376
084500 084500 8378.0 8384.0 8378.0 8384.0 0.0 0.0 -1 -376
084500 084500 8378.0 8386.0 8378.0 8386.0 0.0 0.0 -1 -476
084500 084500 8378.0 8386.0 8378.0 8386.0 0.0 0.0 -1 -476
084500 084500 8378.0 8386.0 8378.0 8386.0 0.0 0.0 -1 -476
084500 084500 8378.0 8386.0 8378.0 8386.0 0.0 0.0 -1 -476
084500 084500 8378.0 8386.0 8378.0 8386.0 0.0 0.0 -1 -476
084500 084500 8378.0 8386.0 8378.0 8386.0 0.0 0.0 -1 -476
084500 084500 8378.0 8386.0 8378.0 8386.0 0.0 0.0 -1 -476
084500 084500 8378.0 8386.0 8378.0 8386.0 0.0 0.0 -1 -476
084500 084500 8378.0 8387.0 8378.0 8387.0 0.0 0.0 -1 -526
084500 084500 8378.0 8387.0 8378.0 8387.0 0.0 0.0 -1 -526
084500 084500 8378.0 8387.0 8378.0 8387.0 0.0 0.0 -1 -526
084500 084500 8378.0 8387.0 8378.0 8387.0 0.0 0.0 -1 -526
084500 084500 8378.0 8387.0 8378.0 8387.0 0.0 0.0 -1 -526
084500 084500 8378.0 8387.0 8378.0 8387.0 0.0 0.0 -1 -526
084500 084500 8378.0 8387.0 8378.0 8387.0 0.0 0.0 -1 -526
084500 084500 8378.0 8387.0 8378.0 8387.0 0.0 0.0 -1 -526
084500 084500 8378.0 8388.0 8378.0 8388.0 8390.19229608029 8380.716794828802 -1 -576
084500 084500 8378.0 8388.0 8378.0 8388.0 8389.785391747295 8381.941880979977 1 -576
084500 084500 8378.0 8388.0 8378.0 8388.0 8389.298062864373 8383.156482590171 1 424
084500 084500 8378.0 8388.0 8378.0 8388.0 8388.696756284762 8384.394152806146 1 424
084500 084500 8378.0 8389.0 8378.0 8389.0 8388.85571622498 8384.689738320476 1 474
084500 084500 8378.0 8389.0 8378.0 8389.0 8388.906925178491 8385.093074821509 1 474
084500 084500 8378.0 8389.0 8378.0 8389.0 8389.16304516451 8385.109682108217 1 474
084500 084500 8378.0 8389.0 8378.0 8389.0 8389.377424891418 8385.168029654038 1 474
084500 084500 8378.0 8389.0 8378.0 8389.0 8389.554622494765 8385.263559323415 1 474
084500 084500 8378.0 8389.0 8378.0 8389.0 8389.696756284762 8385.394152806146 1 474
084500 084500 8378.0 8389.0 8378.0 8389.0 8389.804112278169 8385.559524085467 1 474
