# Output=[dateStart dateEnd start high low end upperBound lowerBound prediction earning]
084500 084500 8437.0 8438.0 8437.0 8438.0 0.0 0.0 0 0
084500 084500 8437.0 8443.0 8437.0 8443.0 8443.598002714973 8437.765633648663 0 -376
084529 084628 8441.0 8444.0 8400.0 8426.0 8448.634343309624 8415.911111235831 0 -826
085847 085946 8441.0 8442.0 8411.0 8442.0 8451.89567633288 8426.649778212575 0 -26
090501 090543 8421.0 8430.0 8394.0 8422.0 8436.556774882542 8409.715952390186 0 -26
090501 090547 8421.0 8430.0 8392.0 8414.0 8440.113841482313 8402.340703972231 0 -426
090601 090701 8412.0 8424.0 8390.0 8420.0 8434.40542964552 8407.321843081752 0 324
093304 093404 8427.0 8428.0 8392.0 8420.0 8438.824057157497 8409.630488297047 0 -426
093305 093405 8427.0 8428.0 8391.0 8414.0 8442.488582190312 8401.965963264232 0 -726
093539 093603 8418.0 8419.0 8379.0 8402.0 8433.547786795798 8395.452213204202 0 -876
093539 093618 8418.0 8419.0 8374.0 8409.0 8423.883700315393 8392.661754230063 0 -526
093932 094012 8402.0 8411.0 8369.0 8369.0 8422.689807134426 8379.492011047394 1 -1726
093932 094012 8402.0 8411.0 8369.0 8392.0 8422.34865296451 8378.65134703549 0 -576
094400 094421 8412.0 8412.0 8378.0 8401.0 8415.92923254483 8390.161676546079 0 -626
095003 095102 8402.0 8402.0 8359.0 8359.0 8410.587809677198 8370.594008504622 1 -2226
095003 095102 8402.0 8402.0 8359.0 8382.0 8410.369954172507 8369.811864009313 0 -1076
095354 095412 8394.0 8394.0 8352.0 8376.0 8407.693764987225 8368.942598649139 0 -976
095432 095529 8374.0 8387.0 8344.0 8345.0 8405.131562822637 8356.504800813727 1 -1526
095432 095529 8374.0 8387.0 8344.0 8368.0 8404.674631308526 8355.234459600566 0 -376
100016 100115 8378.0 8399.0 8356.0 8379.0 8407.851723467254 8366.239185623654 0 -26
100354 100437 8390.0 8397.0 8355.0 8355.0 8415.918841466939 8367.808431260333 1 -1826
100354 100437 8390.0 8397.0 8355.0 8379.0 8415.65184696839 8366.52997121343 0 -626
100509 100550 8376.0 8385.0 8344.0 8382.0 8401.330374799474 8355.396897927798 0 224
100509 100551 8376.0 8385.0 8342.0 8366.0 8403.03863964456 8354.234087628169 0 -576
100613 100706 8363.0 8373.0 8328.0 8328.0 8394.127866222469 8335.781224686623 0 -1826
100924 101024 8376.0 8376.0 8334.0 8358.0 8390.655685280233 8349.253405628859 0 -976
101138 101212 8378.0 8378.0 8333.0 8360.0 8398.30115003042 8343.971577242308 0 -976
101212 101307 8333.0 8372.0 8321.0 8347.0 8386.38388668384 8337.79793149798 0 624
101253 101350 8367.0 8368.0 8321.0 8360.0 8380.01595203261 8332.98404796739 0 -426
102139 102231 8352.0 8372.0 8327.0 8372.0 8387.21058709362 8343.516685633653 0 924
103425 103514 8363.0 8384.0 8339.0 8366.0 8392.179147175319 8351.184489188317 0 74
103633 103732 8388.0 8393.0 8348.0 8375.0 8404.828668591801 8364.625876862743 0 -726
104028 104028 8368.0 8387.0 8368.0 8387.0 8402.214174269118 8379.513098458154 0 874
104632 104731 8384.0 8384.0 8359.0 8359.0 8395.10934991515 8366.07246826667 0 -1326
104833 104931 8359.0 8378.0 8335.0 8378.0 8395.559871276213 8350.258310541967 0 874
105651 105750 8375.0 8375.0 8327.0 8370.0 8391.56770297529 8347.341387933802 0 -326
105707 105806 8372.0 8373.0 8327.0 8368.0 8377.36553009757 8359.907197175158 0 -276
105803 105903 8349.0 8368.0 8320.0 8344.0 8384.127308577652 8340.327236876892 0 -326
105817 105916 8366.0 8366.0 8320.0 8320.0 8386.711412468647 8324.197678440445 0 -2376
110147 110234 8371.0 8371.0 8324.0 8351.0 8384.409463483757 8345.590536516243 0 -1076
111548 111604 8361.0 8361.0 8361.0 8361.0 8390.977601151497 8367.38603521214 0 -76
111708 111808 8380.0 8381.0 8332.0 8380.0 8398.720619853002 8354.00665287427 0 -76
