# Output=[dateStart dateEnd start high low end upperBound lowerBound prediction earning]
084500 084500 8399.0 8401.0 8399.0 8401.0 0.0 0.0 0 0
084500 084500 8399.0 8401.0 8399.0 8401.0 0.0 0.0 -1 -176
084500 084500 8399.0 8402.0 8399.0 8402.0 0.0 0.0 -1 -226
084500 084500 8399.0 8403.0 8399.0 8403.0 0.0 0.0 -1 -276
084500 084500 8399.0 8403.0 8399.0 8403.0 0.0 0.0 -1 -276
084500 084500 8399.0 8403.0 8399.0 8403.0 0.0 0.0 -1 -276
084500 084500 8399.0 8403.0 8399.0 8403.0 0.0 0.0 -1 -276
084500 084500 8399.0 8403.0 8399.0 8403.0 0.0 0.0 -1 -276
084500 084500 8399.0 8403.0 8399.0 8403.0 0.0 0.0 -1 -276
084500 084500 8399.0 8403.0 8399.0 8403.0 0.0 0.0 -1 -276
084500 084500 8399.0 8404.0 8399.0 8404.0 0.0 0.0 -1 -326
084500 084500 8399.0 8406.0 8399.0 8406.0 0.0 0.0 -1 -426
084500 084500 8399.0 8406.0 8399.0 8406.0 0.0 0.0 -1 -426
084500 084501 8399.0 8406.0 8399.0 8403.0 0.0 0.0 -1 -276
084500 084503 8399.0 8408.0 8399.0 8408.0 0.0 0.0 -1 -526
084500 084505 8399.0 8408.0 8399.0 8408.0 0.0 0.0 -1 -526
084500 084507 8399.0 8408.0 8399.0 8407.0 0.0 0.0 -1 -476
084500 084509 8399.0 8408.0 8399.0 8402.0 0.0 0.0 -1 -226
084500 084509 8399.0 8408.0 8399.0 8405.0 0.0 0.0 -1 -376
084500 084509 8399.0 8408.0 8399.0 8405.0 0.0 0.0 -1 -376
084500 084509 8399.0 8408.0 8399.0 8405.0 8408.01072535562 8399.716547371652 -1 -376
084500 084511 8399.0 8408.0 8399.0 8405.0 8408.021623223387 8400.069285867521 1 -376
084500 084511 8399.0 8408.0 8399.0 8406.0 8408.095235643934 8400.450218901522 1 274
084500 084515 8399.0 8408.0 8399.0 8402.0 8408.005327234669 8400.631036401695 1 74
084500 084515 8399.0 8408.0 8399.0 8404.0 8407.95920439814 8400.85897742004 1 174
084500 084515 8399.0 8408.0 8399.0 8404.0 8407.956610960775 8400.952479948317 1 174
084500 084516 8399.0 8408.0 8399.0 8402.0 8408.010054967333 8400.808126850847 1 74
084500 084518 8399.0 8408.0 8399.0 8399.0 8408.445493730225 8400.009051724319 1 -76
084500 084519 8399.0 8408.0 8399.0 8399.0 8408.773601317798 8399.31730777311 1 -76
084500 084521 8399.0 8408.0 8399.0 8400.0 8408.914872690159 8398.903309128022 1 -26
084500 084521 8399.0 8408.0 8399.0 8400.0 8409.027398551498 8398.518055993958 1 -26
084500 084526 8399.0 8408.0 8398.0 8398.0 8409.320865517915 8397.770043572993 1 -126
084500 084535 8399.0 8408.0 8398.0 8399.0 8409.390065265272 8397.246298371092 0 -76
084507 084607 8407.0 8407.0 8397.0 8401.0 8403.47396670212 8397.071487843335 -1 224
084511 084610 8405.0 8406.0 8397.0 8401.0 8403.52852639737 8397.198746329903 -1 124
084511 084611 8405.0 8406.0 8397.0 8402.0 8403.686616151752 8397.22247475734 -1 74
084511 084611 8405.0 8406.0 8397.0 8402.0 8403.833298421821 8397.257610669087 -1 74
084515 084612 8402.0 8404.0 8397.0 8402.0 8403.969145959969 8397.303581312759 0 -76
