# Too few sequence #1
# Number of KBar units = 1456
084500 084501 8582.0 8582.0 8580.0 8580.0
084500 084503 8582.0 8582.0 8575.0 8575.0
084500 084504 8582.0 8582.0 8575.0 8575.0
084500 084505 8582.0 8582.0 8573.0 8573.0
084500 084506 8582.0 8582.0 8573.0 8573.0
084500 084510 8582.0 8582.0 8573.0 8573.0
084500 084514 8582.0 8582.0 8568.0 8568.0
084500 084516 8582.0 8582.0 8568.0 8572.0
084500 084519 8582.0 8582.0 8565.0 8565.0
084500 084520 8582.0 8582.0 8564.0 8564.0
084500 084525 8582.0 8582.0 8564.0 8564.0
084500 084527 8582.0 8582.0 8564.0 8574.0
084500 084528 8582.0 8582.0 8564.0 8567.0
084500 084530 8582.0 8582.0 8564.0 8568.0
084500 084531 8582.0 8582.0 8564.0 8568.0
084500 084532 8582.0 8582.0 8564.0 8569.0
084500 084535 8582.0 8582.0 8564.0 8565.0
084500 084536 8582.0 8582.0 8564.0 8566.0
084500 084537 8582.0 8582.0 8561.0 8561.0
084500 084538 8582.0 8582.0 8560.0 8560.0
084500 084539 8582.0 8582.0 8559.0 8559.0
084500 084540 8582.0 8582.0 8559.0 8564.0
084500 084541 8582.0 8582.0 8559.0 8562.0
084500 084542 8582.0 8582.0 8559.0 8561.0
084500 084543 8582.0 8582.0 8559.0 8560.0
084500 084545 8582.0 8582.0 8559.0 8561.0
084500 084546 8582.0 8582.0 8559.0 8561.0
084500 084547 8582.0 8582.0 8558.0 8558.0
084500 084548 8582.0 8582.0 8558.0 8560.0
084500 084549 8582.0 8582.0 8558.0 8559.0
084500 084552 8582.0 8582.0 8558.0 8560.0
084500 084555 8582.0 8582.0 8558.0 8559.0
084500 084557 8582.0 8582.0 8558.0 8560.0
084500 084600 8582.0 8582.0 8558.0 8560.0
084503 084602 8575.0 8575.0 8558.0 8562.0
084503 084603 8575.0 8575.0 8558.0 8559.0
084504 084604 8575.0 8575.0 8558.0 8559.0
084506 084606 8573.0 8574.0 8558.0 8562.0
084510 084607 8573.0 8574.0 8558.0 8562.0
084514 084611 8568.0 8574.0 8558.0 8561.0
084525 084622 8564.0 8574.0 8558.0 8564.0
084525 084623 8564.0 8574.0 8558.0 8563.0
084528 084628 8567.0 8569.0 8558.0 8561.0
084530 084629 8568.0 8569.0 8558.0 8560.0
084530 084630 8568.0 8569.0 8558.0 8558.0
084531 084631 8568.0 8569.0 8558.0 8558.0
084535 084633 8565.0 8566.0 8558.0 8558.0
084535 084634 8565.0 8566.0 8558.0 8558.0
084536 084636 8566.0 8566.0 8556.0 8556.0
084541 084641 8562.0 8564.0 8556.0 8558.0
084552 084652 8560.0 8564.0 8556.0 8563.0
084555 084654 8559.0 8564.0 8556.0 8562.0
084600 084658 8560.0 8566.0 8556.0 8566.0
084606 084706 8562.0 8566.0 8556.0 8562.0
084628 084726 8561.0 8566.0 8556.0 8563.0
084628 084728 8561.0 8570.0 8556.0 8570.0
084641 084739 8558.0 8570.0 8558.0 8570.0
084641 084740 8558.0 8570.0 8558.0 8564.0
084652 084744 8563.0 8570.0 8562.0 8566.0
084652 084745 8563.0 8570.0 8562.0 8565.0
084706 084801 8562.0 8570.0 8562.0 8566.0
084706 084803 8562.0 8570.0 8562.0 8570.0
084706 084804 8562.0 8571.0 8562.0 8571.0
084726 084807 8563.0 8574.0 8563.0 8574.0
084726 084809 8563.0 8574.0 8563.0 8574.0
084728 084827 8570.0 8574.0 8564.0 8566.0
084740 084840 8564.0 8574.0 8564.0 8568.0
084744 084841 8566.0 8574.0 8565.0 8568.0
084801 084853 8566.0 8574.0 8566.0 8573.0
084807 084906 8574.0 8574.0 8557.0 8557.0
084827 084911 8566.0 8573.0 8557.0 8563.0
084827 084912 8566.0 8573.0 8557.0 8563.0
084840 084940 8568.0 8573.0 8557.0 8563.0
084853 084942 8573.0 8573.0 8557.0 8561.0
084853 084943 8573.0 8573.0 8557.0 8560.0
084853 084944 8573.0 8573.0 8557.0 8560.0
084853 084947 8573.0 8573.0 8557.0 8559.0
084853 084948 8573.0 8573.0 8557.0 8559.0
084853 084949 8573.0 8573.0 8557.0 8558.0
084853 084950 8573.0 8573.0 8557.0 8558.0
084906 084957 8557.0 8563.0 8557.0 8558.0
084906 084958 8557.0 8563.0 8557.0 8557.0
084911 085011 8563.0 8563.0 8557.0 8563.0
084940 085015 8563.0 8564.0 8557.0 8564.0
084940 085022 8563.0 8566.0 8557.0 8566.0
084940 085023 8563.0 8566.0 8557.0 8566.0
084940 085024 8563.0 8566.0 8557.0 8566.0
084940 085025 8563.0 8566.0 8557.0 8566.0
084940 085036 8563.0 8571.0 8557.0 8571.0
084940 085038 8563.0 8572.0 8557.0 8572.0
084943 085043 8560.0 8572.0 8557.0 8572.0
084944 085044 8560.0 8572.0 8557.0 8570.0
084947 085047 8559.0 8572.0 8557.0 8566.0
084949 085049 8558.0 8572.0 8557.0 8565.0
084957 085051 8558.0 8572.0 8557.0 8565.0
084958 085058 8557.0 8572.0 8557.0 8565.0
085011 085109 8563.0 8572.0 8563.0 8566.0
085011 085110 8563.0 8572.0 8563.0 8565.0
085011 085111 8563.0 8572.0 8563.0 8565.0
085015 085112 8564.0 8572.0 8564.0 8565.0
085015 085115 8564.0 8572.0 8564.0 8565.0
085022 085118 8566.0 8572.0 8565.0 8570.0
085022 085119 8566.0 8572.0 8565.0 8565.0
085025 085125 8566.0 8572.0 8565.0 8565.0
085036 085126 8571.0 8572.0 8564.0 8564.0
085036 085127 8571.0 8572.0 8564.0 8565.0
085036 085130 8571.0 8572.0 8562.0 8562.0
085036 085131 8571.0 8572.0 8562.0 8563.0
085036 085132 8571.0 8572.0 8561.0 8561.0
085036 085135 8571.0 8572.0 8561.0 8563.0
085038 085137 8572.0 8572.0 8561.0 8563.0
085043 085139 8572.0 8572.0 8561.0 8563.0
085043 085140 8572.0 8572.0 8561.0 8563.0
085043 085141 8572.0 8572.0 8561.0 8563.0
085043 085142 8572.0 8572.0 8561.0 8563.0
085047 085145 8566.0 8570.0 8561.0 8563.0
085049 085148 8565.0 8570.0 8561.0 8563.0
085049 085149 8565.0 8570.0 8561.0 8563.0
085051 085151 8565.0 8570.0 8561.0 8563.0
085109 085201 8566.0 8570.0 8561.0 8561.0
085109 085203 8566.0 8570.0 8560.0 8560.0
085112 085212 8565.0 8570.0 8560.0 8562.0
085118 085216 8570.0 8570.0 8560.0 8562.0
085125 085225 8565.0 8568.0 8560.0 8568.0
085127 085227 8565.0 8568.0 8560.0 8568.0
085139 085238 8563.0 8569.0 8560.0 8569.0
085139 085239 8563.0 8569.0 8560.0 8564.0
085212 085312 8562.0 8569.0 8562.0 8563.0
085238 085331 8569.0 8569.0 8563.0 8565.0
085238 085332 8569.0 8569.0 8563.0 8565.0
085238 085338 8569.0 8569.0 8563.0 8566.0
085312 085351 8563.0 8566.0 8563.0 8564.0
085312 085352 8563.0 8566.0 8563.0 8566.0
085312 085411 8563.0 8566.0 8557.0 8557.0
085331 085418 8565.0 8566.0 8557.0 8565.0
085331 085426 8565.0 8566.0 8557.0 8557.0
085331 085431 8565.0 8570.0 8557.0 8570.0
