# Too few sequence #1
# Number of KBar units = 2051
084500 084501 8854.0 8854.0 8854.0 8854.0
084500 084503 8854.0 8854.0 8853.0 8853.0
084500 084510 8854.0 8858.0 8853.0 8858.0
084500 084511 8854.0 8858.0 8853.0 8856.0
084500 084512 8854.0 8858.0 8853.0 8855.0
084500 084513 8854.0 8858.0 8853.0 8853.0
084500 084514 8854.0 8858.0 8853.0 8853.0
084500 084515 8854.0 8858.0 8851.0 8851.0
084500 084516 8854.0 8858.0 8851.0 8851.0
084500 084517 8854.0 8858.0 8847.0 8847.0
084500 084519 8854.0 8858.0 8847.0 8850.0
084500 084524 8854.0 8858.0 8847.0 8852.0
084500 084526 8854.0 8858.0 8847.0 8852.0
084500 084528 8854.0 8858.0 8847.0 8854.0
084500 084530 8854.0 8858.0 8847.0 8852.0
084500 084531 8854.0 8858.0 8847.0 8853.0
084500 084533 8854.0 8858.0 8847.0 8850.0
084500 084534 8854.0 8858.0 8847.0 8849.0
084500 084535 8854.0 8858.0 8847.0 8850.0
084500 084536 8854.0 8858.0 8847.0 8848.0
084500 084538 8854.0 8858.0 8847.0 8848.0
084500 084539 8854.0 8858.0 8846.0 8846.0
084500 084540 8854.0 8858.0 8846.0 8847.0
084500 084546 8854.0 8858.0 8846.0 8848.0
084500 084547 8854.0 8858.0 8846.0 8850.0
084500 084551 8854.0 8858.0 8846.0 8849.0
084500 084559 8854.0 8858.0 8846.0 8850.0
084501 084601 8854.0 8858.0 8846.0 8850.0
084503 084603 8853.0 8858.0 8846.0 8849.0
084510 084604 8858.0 8858.0 8846.0 8850.0
084510 084605 8858.0 8858.0 8846.0 8850.0
084510 084608 8858.0 8858.0 8846.0 8850.0
084510 084609 8858.0 8858.0 8846.0 8849.0
084510 084610 8858.0 8858.0 8846.0 8850.0
084514 084614 8853.0 8854.0 8846.0 8851.0
084515 084615 8851.0 8854.0 8846.0 8849.0
084516 084616 8851.0 8854.0 8846.0 8849.0
084524 084623 8852.0 8854.0 8846.0 8851.0
084526 084626 8852.0 8854.0 8846.0 8851.0
084533 084632 8850.0 8853.0 8846.0 8853.0
084538 084637 8848.0 8853.0 8846.0 8853.0
084546 084643 8848.0 8854.0 8848.0 8854.0
084610 084710 8850.0 8855.0 8849.0 8855.0
084614 084711 8851.0 8855.0 8849.0 8855.0
084614 084713 8851.0 8855.0 8849.0 8855.0
084614 084714 8851.0 8855.0 8849.0 8854.0
084623 084719 8851.0 8855.0 8851.0 8852.0
084626 084725 8851.0 8855.0 8850.0 8850.0
084626 084726 8851.0 8855.0 8850.0 8850.0
084637 084735 8853.0 8855.0 8850.0 8852.0
084643 084741 8854.0 8855.0 8850.0 8852.0
084643 084743 8854.0 8855.0 8850.0 8852.0
084710 084744 8855.0 8855.0 8850.0 8852.0
084710 084751 8855.0 8855.0 8849.0 8849.0
084710 084752 8855.0 8855.0 8848.0 8848.0
084710 084753 8855.0 8855.0 8847.0 8847.0
084710 084801 8855.0 8855.0 8847.0 8849.0
084710 084803 8855.0 8855.0 8847.0 8848.0
084710 084807 8855.0 8855.0 8847.0 8848.0
084719 084816 8852.0 8852.0 8847.0 8847.0
084719 084817 8852.0 8852.0 8847.0 8848.0
084719 084818 8852.0 8852.0 8847.0 8848.0
084719 084819 8852.0 8852.0 8847.0 8847.0
084726 084826 8850.0 8852.0 8846.0 8846.0
084735 084830 8852.0 8852.0 8846.0 8848.0
084801 084856 8849.0 8849.0 8846.0 8846.0
084818 084918 8848.0 8849.0 8846.0 8849.0
084856 084946 8846.0 8851.0 8846.0 8851.0
084856 084949 8846.0 8851.0 8846.0 8851.0
084918 085002 8849.0 8851.0 8849.0 8850.0
084918 085003 8849.0 8860.0 8849.0 8860.0
084946 085036 8851.0 8860.0 8850.0 8851.0
084949 085048 8851.0 8860.0 8850.0 8850.0
085036 085110 8851.0 8851.0 8848.0 8848.0
085036 085117 8851.0 8851.0 8847.0 8847.0
085036 085119 8851.0 8851.0 8846.0 8846.0
085036 085122 8851.0 8851.0 8845.0 8845.0
085048 085146 8850.0 8850.0 8845.0 8849.0
085110 085150 8848.0 8849.0 8845.0 8849.0
085146 085230 8849.0 8850.0 8849.0 8850.0
085230 085300 8850.0 8851.0 8850.0 8851.0
085230 085315 8850.0 8853.0 8850.0 8853.0
085230 085327 8850.0 8853.0 8850.0 8853.0
085300 085334 8851.0 8853.0 8851.0 8853.0
