# Output=[dateStart dateEnd start high low end upperBound lowerBound prediction earning]
084500 084500 8371.0 8372.0 8371.0 8372.0 0.0 0.0 0 0
084500 084500 8371.0 8372.0 8371.0 8372.0 0.0 0.0 -1 -126
084500 084500 8371.0 8372.0 8371.0 8372.0 0.0 0.0 -1 -126
084500 084500 8371.0 8372.0 8371.0 8372.0 0.0 0.0 -1 -126
084500 084500 8371.0 8372.0 8371.0 8372.0 0.0 0.0 -1 -126
084500 084500 8371.0 8372.0 8371.0 8372.0 0.0 0.0 -1 -126
084500 084500 8371.0 8372.0 8371.0 8372.0 0.0 0.0 -1 -126
084500 084500 8371.0 8372.0 8371.0 8372.0 0.0 0.0 -1 -126
084500 084500 8371.0 8372.0 8371.0 8372.0 0.0 0.0 -1 -126
084500 084500 8371.0 8373.0 8371.0 8373.0 0.0 0.0 -1 -176
084500 084500 8371.0 8374.0 8371.0 8374.0 0.0 0.0 -1 -226
084500 084500 8371.0 8376.0 8371.0 8376.0 0.0 0.0 -1 -326
084500 084501 8371.0 8376.0 8371.0 8374.0 0.0 0.0 -1 -226
084500 084502 8371.0 8376.0 8371.0 8376.0 0.0 0.0 -1 -326
084500 084502 8371.0 8379.0 8371.0 8379.0 0.0 0.0 -1 -476
084500 084502 8371.0 8379.0 8371.0 8379.0 0.0 0.0 -1 -476
084500 084502 8371.0 8379.0 8371.0 8379.0 0.0 0.0 -1 -476
084500 084502 8371.0 8380.0 8371.0 8380.0 0.0 0.0 -1 -526
084500 084503 8371.0 8380.0 8371.0 8379.0 0.0 0.0 -1 -476
084500 084503 8371.0 8380.0 8371.0 8380.0 0.0 0.0 -1 -526
084500 084503 8371.0 8380.0 8371.0 8380.0 8381.518282547704 8368.390808361388 -1 -526
084500 084503 8371.0 8380.0 8371.0 8380.0 8382.070591856258 8368.565771780106 0 -526
084500 084507 8371.0 8381.0 8371.0 8379.0 8383.070343713267 8371.838747195825 1 324
084500 084508 8371.0 8381.0 8371.0 8378.0 8382.814934028956 8372.639611425588 1 274
084500 084508 8371.0 8381.0 8371.0 8380.0 8382.599853370051 8373.581964811769 1 374
084500 084509 8371.0 8381.0 8371.0 8377.0 8382.235362675947 8374.310091869509 1 224
084500 084509 8371.0 8381.0 8371.0 8377.0 8381.95920439814 8374.85897742004 1 224
084500 084509 8371.0 8381.0 8371.0 8377.0 8381.904302902003 8375.004788007089 1 224
084500 084510 8371.0 8381.0 8371.0 8377.0 8381.524048328165 8375.657769853655 1 224
084500 084511 8371.0 8381.0 8371.0 8377.0 8381.435418966972 8375.837308305756 1 224
084500 084511 8371.0 8381.0 8371.0 8377.0 8381.420252418335 8375.670656672573 1 224
084500 084512 8371.0 8381.0 8371.0 8378.0 8381.376234912646 8375.623765087354 1 274
084500 084514 8371.0 8381.0 8371.0 8380.0 8381.482817167527 8375.608091923381 1 374
084500 084517 8371.0 8382.0 8371.0 8382.0 8381.858190026667 8375.41453724606 1 474
084500 084517 8371.0 8382.0 8371.0 8382.0 8382.285396197522 8375.260058347934 1 474
084500 084519 8371.0 8382.0 8371.0 8380.0 8382.285396197522 8375.260058347934 1 374
084500 084519 8371.0 8382.0 8371.0 8380.0 8382.285396197522 8375.260058347934 1 374
084500 084519 8371.0 8382.0 8371.0 8382.0 8382.595341045777 8375.131931681495 1 474
084500 084521 8371.0 8382.0 8371.0 8382.0 8382.947855170109 8375.233963011711 1 474
084500 084521 8371.0 8382.0 8371.0 8382.0 8383.26940619553 8375.185139259014 1 474
084500 084521 8371.0 8383.0 8371.0 8383.0 8383.598639042544 8375.03772459382 1 524
084500 084522 8371.0 8383.0 8354.0 8354.0 8389.419217813416 8366.762600368404 1 -926
084500 084522 8371.0 8383.0 8354.0 8382.0 8389.749977408255 8366.886386228109 0 474
084500 084554 8371.0 8393.0 8351.0 8392.0 8397.954415583356 8382.045584416644 1 974
084500 084556 8371.0 8393.0 8351.0 8392.0 8397.633486189963 8383.275604719129 1 974
084500 084556 8371.0 8393.0 8351.0 8392.0 8397.282230221128 8384.445042506144 1 974
084500 084556 8371.0 8393.0 8351.0 8393.0 8396.791633899451 8385.844729736913 1 1024
084500 084558 8371.0 8393.0 8351.0 8393.0 8396.206794543546 8387.247750910998 1 1024
084500 084558 8371.0 8393.0 8351.0 8393.0 8395.10868776805 8389.164039504678 1 1024
084500 084558 8371.0 8394.0 8351.0 8394.0 8393.945997610963 8391.054002389037 1 1074
084500 084558 8371.0 8394.0 8351.0 8394.0 8394.056409031984 8391.216318240744 1 1074
084500 084558 8371.0 8394.0 8351.0 8394.0 8394.111901805696 8391.43355273976 1 1074
084500 084558 8371.0 8394.0 8351.0 8394.0 8394.251303411134 8391.475969316138 1 1074
084500 084558 8371.0 8394.0 8351.0 8394.0 8394.365834063297 8391.543256845795 1 1074
