# Too few sequence #1
# Number of KBar units = 1506
090905 091001 8375.0 8401.0 8375.0 8383.0
090905 091002 8375.0 8401.0 8375.0 8385.0
090908 091006 8375.0 8401.0 8375.0 8401.0
090919 091010 8393.0 8401.0 8378.0 8378.0
090936 091022 8401.0 8401.0 8378.0 8380.0
090936 091028 8401.0 8401.0 8378.0 8378.0
090936 091030 8401.0 8401.0 8377.0 8377.0
090936 091035 8401.0 8401.0 8377.0 8377.0
090937 091037 8384.0 8401.0 8377.0 8394.0
090940 091039 8383.0 8401.0 8377.0 8381.0
090943 091043 8394.0 8401.0 8377.0 8383.0
090947 091044 8382.0 8401.0 8377.0 8383.0
090947 091045 8382.0 8401.0 8377.0 8384.0
090947 091046 8382.0 8401.0 8377.0 8383.0
090953 091053 8398.0 8401.0 8377.0 8384.0
091001 091057 8383.0 8401.0 8377.0 8383.0
091006 091105 8401.0 8401.0 8377.0 8384.0
091022 091118 8380.0 8394.0 8377.0 8380.0
091043 091140 8383.0 8384.0 8377.0 8377.0
091045 091145 8384.0 8393.0 8377.0 8393.0
091053 091148 8384.0 8393.0 8375.0 8375.0
091053 091149 8384.0 8393.0 8375.0 8393.0
091053 091152 8384.0 8393.0 8375.0 8377.0
091105 091158 8384.0 8393.0 8373.0 8373.0
091105 091159 8384.0 8393.0 8373.0 8387.0
091105 091200 8384.0 8393.0 8366.0 8366.0
091105 091202 8384.0 8393.0 8360.0 8360.0
091118 091207 8380.0 8393.0 8359.0 8359.0
091118 091208 8380.0 8393.0 8359.0 8380.0
091118 091215 8380.0 8393.0 8354.0 8354.0
091118 091216 8380.0 8393.0 8353.0 8353.0
091140 091219 8377.0 8393.0 8353.0 8358.0
091140 091221 8377.0 8393.0 8353.0 8356.0
091140 091223 8377.0 8393.0 8353.0 8356.0
091140 091225 8377.0 8393.0 8353.0 8355.0
091140 091226 8377.0 8393.0 8353.0 8374.0
091140 091227 8377.0 8393.0 8353.0 8354.0
091140 091228 8377.0 8393.0 8353.0 8355.0
091140 091234 8377.0 8393.0 8353.0 8359.0
091152 091250 8377.0 8387.0 8353.0 8358.0
091152 091251 8377.0 8387.0 8353.0 8358.0
091158 091254 8373.0 8387.0 8353.0 8359.0
091158 091255 8373.0 8387.0 8353.0 8358.0
091159 091259 8387.0 8387.0 8353.0 8359.0
