# Output=[dateStart dateEnd start high low end upperBound lowerBound outOfBound]
084500 084501 8589.0 8589.0 8588.0 8588.0 0.0 0.0 1
084500 084501 8589.0 8589.0 8588.0 8588.0 0.0 0.0 1
084500 084501 8589.0 8589.0 8588.0 8588.0 0.0 0.0 1
084500 084501 8589.0 8589.0 8588.0 8588.0 0.0 0.0 1
084500 084501 8589.0 8589.0 8588.0 8588.0 0.0 0.0 1
084500 084501 8589.0 8589.0 8588.0 8588.0 0.0 0.0 1
084500 084501 8589.0 8589.0 8588.0 8588.0 0.0 0.0 1
084500 084501 8589.0 8589.0 8588.0 8588.0 0.0 0.0 1
084500 084501 8589.0 8589.0 8588.0 8588.0 0.0 0.0 1
084500 084502 8589.0 8589.0 8587.0 8587.0 0.0 0.0 1
084500 084502 8589.0 8589.0 8587.0 8587.0 0.0 0.0 1
084500 084502 8589.0 8589.0 8587.0 8587.0 0.0 0.0 1
084500 084502 8589.0 8589.0 8587.0 8587.0 0.0 0.0 1
084500 084502 8589.0 8589.0 8587.0 8587.0 0.0 0.0 1
084500 084502 8589.0 8589.0 8587.0 8587.0 0.0 0.0 1
084500 084502 8589.0 8589.0 8587.0 8587.0 0.0 0.0 1
084500 084502 8589.0 8589.0 8587.0 8587.0 0.0 0.0 1
084500 084503 8589.0 8593.0 8587.0 8593.0 0.0 0.0 1
084500 084506 8589.0 8595.0 8587.0 8595.0 0.0 0.0 1
084500 084507 8589.0 8597.0 8587.0 8597.0 0.0 0.0 1
084500 084510 8589.0 8597.0 8587.0 8595.0 0.0 0.0 1
084500 084510 8589.0 8597.0 8587.0 8595.0 0.0 0.0 1
084500 084511 8589.0 8597.0 8587.0 8596.0 8596.588547417428 8582.593270764391 0
084500 084511 8589.0 8597.0 8587.0 8596.0 8597.40077141081 8582.508319498282 0
084500 084511 8589.0 8597.0 8587.0 8596.0 8598.119961653261 8582.516401983103 0
084500 084513 8589.0 8597.0 8587.0 8593.0 8598.355175125424 8582.735733965485 0
084500 084513 8589.0 8597.0 8587.0 8593.0 8598.56390685857 8582.981547686886 0
084500 084513 8589.0 8597.0 8587.0 8593.0 8598.745966692415 8583.254033307585 0
084500 084513 8589.0 8597.0 8587.0 8593.0 8598.900883189152 8583.553662265393 0
084500 084513 8589.0 8597.0 8587.0 8593.0 8599.027878399876 8583.881212509215 0
084500 084514 8589.0 8597.0 8587.0 8595.0 8599.32693905838 8584.218515487077 0
084500 084515 8589.0 8597.0 8587.0 8596.0 8599.631927726745 8584.731708636891 0
084500 084519 8589.0 8604.0 8587.0 8604.0 8601.535227197483 8584.37386371161 0
084500 084522 8589.0 8604.0 8587.0 8603.0 8602.81490217029 8584.548734193346 0
084500 084524 8589.0 8604.0 8587.0 8599.0 8603.129403589279 8585.325141865265 0
084500 084526 8589.0 8604.0 8587.0 8599.0 8603.299302161793 8586.246152383663 0
084500 084528 8589.0 8604.0 8587.0 8599.0 8603.30422335978 8587.332140276583 0
084500 084528 8589.0 8604.0 8587.0 8599.0 8603.107328404312 8588.61994432296 0
084500 084528 8589.0 8604.0 8587.0 8599.0 8602.636861293982 8590.181320524198 0
084500 084529 8589.0 8604.0 8587.0 8600.0 8602.941093632957 8590.513451821587 0
084500 084531 8589.0 8604.0 8587.0 8601.0 8603.41021911411 8590.58978088589 0
084500 084531 8589.0 8604.0 8587.0 8601.0 8603.805092945486 8590.55854341815 0
084500 084533 8589.0 8604.0 8587.0 8600.0 8604.06038171776 8590.75780010042 0
084500 084535 8589.0 8604.0 8587.0 8599.0 8604.187301794063 8590.994516387756 0
084500 084535 8589.0 8604.0 8587.0 8599.0 8604.310497087356 8591.144048367189 0
084500 084535 8589.0 8604.0 8587.0 8599.0 8604.42233508561 8591.304937641662 0
084500 084541 8589.0 8604.0 8587.0 8602.0 8604.859335234358 8591.41339203837 0
084500 084545 8589.0 8604.0 8587.0 8601.0 8604.931456783936 8592.068543216064 0
084500 084545 8589.0 8604.0 8587.0 8601.0 8604.902764974633 8592.824507752639 0
084500 084545 8589.0 8604.0 8587.0 8601.0 8604.75182349245 8593.702721962094 0
084500 084546 8589.0 8604.0 8587.0 8602.0 8604.555545184898 8594.71718208783 0
